"","Name","rack_count","longitude","latitude","address"
"150","kml_150",48,"103.839386598401","1.337403644284","Caldecott, Singapore"
"151","kml_151",54,"103.838995075545","1.34880651676735","60 Marymount Rd, Singapore 573993"
"152","kml_152",24,"103.840060742122","1.347802498841","40 Jln Pemimpin, Singapore 577185"
"153","kml_153",57,"103.84973694578","1.35102096698921","17 Bishan Pl, Singapore 579842"
"154","kml_154",24,"103.849669999973","1.30644999999217","little india, Singapore"
"155","kml_155",20,"103.850358553584","1.30739959897889","Little India, Singapore"
"156","kml_156",18,"103.855219616563","1.31190631807491","328 Serangoon Rd, Singapore 218112"
"157","kml_157",20,"103.853112127999","1.31236326223778","250 Race Course Rd, Singapore 218703"
"158","kml_158",17,"103.860620000028","1.31806529999933","900 Serangoon Rd, Boon Keng, Singapore 328260"
"159","kml_159",16,"103.862176954928","1.31930912839412","900 Serangoon Rd, Boon Keng, Singapore 328260"
"160","kml_160",22,"103.86150136124","1.32034207716597","103 Towner Rd, Block 103, Singapore 322103"
"161","kml_161",7,"103.861270463135","1.32006951354375","104 Towner Rd, Singapore 322104"
"162","kml_162",40,"103.86183671398","1.32017806147129","Boon Keng Stn/Blk 102, Singapore"
"163","kml_163",40,"103.868819607338","1.33275137494597","55 Upper Serangoon Rd, Singapore 347694"
"164","kml_164",44,"103.86880000002","1.33152649999281","63 Upper Serangoon Rd, Singapore 347654"
"165","kml_165",46,"103.869358168086","1.33143556183146","78 Upper Serangoon Rd, Singapore 347664"
"166","kml_166",25,"103.870382213571","1.33850296441546","Woodleigh Stn Exit B, Singapore"
"167","kml_167",10,"103.87122059762","1.35087218823196","12A Serangoon Ave 2, Singapore 556137"
"168","kml_168",50,"103.873803235579","1.35057105866693","Serangoon, Singapore"
"169","kml_169",48,"103.873164637872","1.34951641194787","S'Goon Stn Exit H, Singapore"
"170","kml_170",68,"103.885483758394","1.36018317730076","Kovan Stn Exit C, Singapore"
"171","kml_171",30,"103.884916171599","1.36040285030318","900 Upper Serangoon Rd, Kovan, Singapore 534799"
"172","kml_172",40,"103.884497255779","1.36005500714046","900 Upper Serangoon Rd, Kovan, Singapore 534799"
"173","kml_173",262,"103.895086528345","1.39102447088988","Sengkang, Singapore"
"174","kml_174",26,"103.895183050217","1.3913104795342","Sengkang, Singapore"
"175","kml_175",50,"103.895482421433","1.39122232978504","Sengkang, Singapore"
"176","kml_176",220,"103.895397518184","1.39098308996752","Sengkang, Singapore"
"177","kml_177",0,"103.839199582001","1.34887960632398","60 Marymount Rd, Marymount, Singapore 573993"
"178","kml_178",0,"103.840020306789","1.3479246473991","40 Jln Pemimpin, Singapore 577185"
"179","kml_179",0,"103.840137553135","1.34777896334463","60 Marymount Rd, Marymount, Singapore 573993"
"180","kml_180",0,"103.839461548643","1.33715352269858","Caldecott, Singapore"
"181","kml_181",0,"103.751812055739","1.35932229400619","BUkit Gombak, Singapore"
"182","kml_182",0,"103.752076233031","1.35904259057571","BUkit Gombak, Singapore"
"183","kml_183",0,"103.752090715806","1.35880949735688","BUkit Gombak, Singapore"
"184","kml_184",0,"103.747307143419","1.39808524252383","623 Choa Chu Kang Street 62, Singapore 680623"
"185","kml_185",25,"103.746650704112","1.39779803964953","624 Choa Chu Kang Street 62, Singapore 680624"
"186","kml_186",0,"103.747791328608","1.39836042003344","Pick-up/Drop-off Opp Yew Tee Stn/Choa Chu Kang Dr, Singapore"
"187","kml_187",0,"103.762288878011","1.42489570435869","10 Kranji Rd, Kranji, Singapore 739520"
"188","kml_188",0,"103.762507447642","1.42516813930145","960 Woodlands Rd, Singapore 738702"
"189","kml_189",0,"103.801025819304","1.44086659600098","70 Woodlands Ave 7, Singapore 738344"
"190","kml_190",0,"103.820493541133","1.44895864874102","Sembawang, Singapore"
"191","kml_191",0,"103.833301484793","1.41819613374435","Ave 2 outside Khatib Mrt Stn, Khatib, Singapore"
"192","kml_192",18,"103.771234519425","1.3845072452953","454 Fajar Rd, Singapore 670415"
"193","kml_193",34,"103.696948128681","1.33729011130296","31 Jurong West Street 63, Singapore 648310"
"194","kml_194",26,"103.696852957005","1.33729100539946","31 Jurong West Street 63, Singapore 648310"
"195","kml_195",10,"103.697415126231","1.33794434178999","649A Jurong West Street 61, Block 649A, Singapore 641649"
"196","kml_196",7,"103.696845772992","1.33792396096947","650A Jurong West Street 61, Block 650A, Singapore 641650"
"197","kml_197",8,"103.696868569084","1.33776971434777","31 Jurong West Street 63, Singapore 648310"
"198","kml_198",223,"103.705300390291","1.33836153037902","301 Boon Lay Way, Boon Lay, Singapore 649846"
"199","kml_199",58,"103.705286986076","1.33835703263589","301 Boon Lay Way, Boon Lay, Singapore 649846"
"200","kml_200",162,"103.706451825304","1.33852887992587","301 Boon Lay Way, Singapore 649846"
"201","kml_201",108,"103.720187574415","1.3441481418134","201 Boon Lay Way, Singapore 649845"
"202","kml_202",204,"103.720949830676","1.34443688634706","Lakeside Stn, Singapore"
"203","kml_203",40,"103.732145345125","1.34275773891983","151 Boon Lay Way Singapore 609959 Boon Lay Way, Singapore 609959"
"204","kml_204",60,"103.732073852163","1.34281349906097","151 Boon Lay Way Singapore 609959 Boon Lay Way, Singapore 609959"
"205","kml_205",0,"103.732110763441","1.34286405421908","151 Boon Lay Way Singapore 609959 Boon Lay Way, Singapore 609959"
"206","kml_206",40,"103.732188475899","1.34244272384213","151 Boon Lay Way, Chinese Garden, Singapore 609959"
"207","kml_207",126,"103.74116511875","1.33391513806785","10 Jurong East Street 12, Jurong East, Singapore 609690"
"208","kml_208",148,"103.742239269832","1.33371955746648","10 Jurong East Street 12, Singapore 609690"
"209","kml_209",144,"103.742468516629","1.3328840177639","155 Jurong Gateway Rd, Singapore 609649"
"210","kml_210",30,"103.880452474397","1.34210675135714","90 Bartley Rd, Singapore 539788"
"211","kml_211",20,"103.778485552712","1.31184157867708","200 Commonwealth Ave W, Dover, Singapore 138677"
"212","kml_212",20,"103.77868748484","1.31107881070744","200 Commonwealth Ave W, Singapore 138677"
"213","kml_213",10,"103.76481540958","1.31534734094468","Clementi bus interchange, Singapore"
"214","kml_214",25,"103.76530234718","1.31549538813901","3150 Commonwealth Ave W, Clementi, Singapore 129580"
"215","kml_215",17,"103.798053283113","1.30308062722822","375 Commonwealth Ave, Commonwealth, Singapore 149735"
"216","kml_216",17,"103.798026876769","1.30228009409602","01-01 Commonwealth Ave, Singapore"
"217","kml_217",24,"103.805709468992","1.29413976326354","181 Stirling Rd, Block 181, Singapore 140181"
"218","kml_218",20,"103.805865829755","1.29432265152994","301 Commonwealth Ave, Queenstown, Singapore 149729"
"219","kml_219",33,"103.806444869026","1.29457596824962","18-16 Commonwealth Ave, Singapore"
"220","kml_220",20,"103.817340536446","1.28935481366401","126 Tiong Bahru Rd, Singapore 168732"
"221","kml_221",72,"103.819229790939","1.44890377929639","11 Canberra Rd, Singapore 759775"
"222","kml_222",120,"103.819235822311","1.44890531957849","11 Canberra Rd, Singapore 759775"
"223","kml_223",40,"103.819513331163","1.44872188845753","Sembawang, Singapore"
"224","kml_224",27,"103.819520764668","1.44872339090076","Sembawang, Singapore"
"225","kml_225",192,"103.834566308724","1.42977804204905","930 Yishun Ave 2, Singapore 769098"
"226","kml_226",366,"103.834555965627","1.42966056373521","301 Yishun Ave 2, Yishun, Singapore 769093"
"227","kml_227",60,"103.834768736641","1.42915867828215","301 Yishun Ave 2, Singapore 769093"
"228","kml_228",64,"103.834781296312","1.42956985248425","930 Yishun Ave 2, Singapore 769098"
"229","kml_229",34,"103.834823407655","1.43017657603188","301 Yishun Ave 2, Yishun, Singapore 769093"
"230","kml_230",120,"103.834804937836","1.42997730894562","301 Yishun Ave 2, Yishun, Singapore 769093"
"231","kml_231",128,"103.835152908258","1.43074091791861","152 Yishun Street 11, Singapore 760152"
"232","kml_232",35,"103.833362081904","1.41670448731018","838 Yishun Street 81, Singapore 760838"
"233","kml_233",18,"103.833308519935","1.41670114141692","838 Yishun Street 81, Singapore 760838"
"234","kml_234",160,"103.833117879963","1.41811403954846","Blk 813, Yishun Ring Rd, Blk 813A - U/C, Singapore 760813"
"235","kml_235",88,"103.832775486257","1.41743240689047","Ave 2 outside Khatib Mrt Stn, Khatib, Singapore"
"236","kml_236",11,"103.832437861513","1.41687029520791","812 Yishun Ring Rd, Block 812, Singapore 760812"
"237","kml_237",30,"103.832710473323","1.41673051093114","201 Yishun Ave 2, Singapore 769092"
"238","kml_238",10,"103.845123735558","1.38141001556705","3000 Ang Mo Kio Ave 8, Yio Chu Kang MRT Station, Singapore 569813"
"239","kml_239",15,"103.844577046262","1.38217288420264","3000 Ang Mo Kio Ave 8, Yio Chu Kang MRT Station, Singapore 569813"
"240","kml_240",40,"103.844619894193","1.38196766859306","300 Ang Mo Kio Ave 8, Singapore 569813"
"241","kml_241",34,"103.751796483633","1.35945383738533","BUkit Gombak, Singapore"
"242","kml_242",5,"103.758086637364","1.37882134977303","152 Jln Teck Whye, Block 152, Singapore 680152"
"243","kml_243",5,"103.754089938751","1.37695643751719","102 Teck Whye Ln, Block 102, Singapore 680102"
"244","kml_244",32,"103.770661144073","1.38438148904744","Fajar Stn, Fajar Rd, Singapore"
"245","kml_245",8,"103.772858373982","1.3798727583334","255 Bangkit Rd, Singapore 670257"
"246","kml_246",6,"103.767029513114","1.37770371453636","108 Gangsa Rd, Block 108, Singapore 670108"
"247","kml_247",4,"103.764309815725","1.38725358148831","655 Senja Rd, Singapore 670655"
"248","kml_248",4,"103.764028352186","1.38691303488952","653 Senja Link, Singapore 670653"
"249","kml_249",8,"103.769521858483","1.38793257486023","Segar, Singapore"
"250","kml_250",4,"103.766813778361","1.37817733938564","107 Gangsa Rd, Singapore 670107"
"251","kml_251",72,"103.906281229987","1.39156446983333","153 Rivervale Cres, Singapore 540153"
"252","kml_252",48,"103.900275051516","1.39427854632759","253 Compassvale St, Singapore 540253"
"253","kml_253",6,"103.905916162219","1.38789216953918","122E Rivervale Dr, Singapore 545122"
"254","kml_254",48,"103.905656100308","1.38746761996241","122D Rivervale Dr, Singapore 544122"
"255","kml_255",24,"103.90513159102","1.38817324927282","135 Rivervale St, Singapore 540135"
"256","kml_256",48,"103.902299727624","1.38346751050493","117A Rivervale Dr, Singapore 541117"
"257","kml_257",5,"103.902422368046","1.38360208649201","Kangkar, Singapore"
"258","kml_258",8,"103.9017929409","1.38390100531368","113 Rivervale Walk, Singapore 540113"
"259","kml_259",24,"103.901962858301","1.38387572023683","20 Rivervale Dr, Singapore 545052"
"260","kml_260",6,"103.897632887184","1.38334942053551","267B Compassvale Link, Singapore 542267"
"261","kml_261",24,"103.897542759639","1.38345797888622","267B Compassvale Link, Singapore 542267"
